Transaction_ID,Customer_Name,Customer_Email,Transaction_Amount,Transaction_Date,Merchant_Name,Merchant_Email,Merchant_Location,Card_Number,Card_Expiry,Card_CVV,IP_Address,Device_Type,Transaction_Type,Fraudulent
5fe51058-bb9a-4eb8-aca7-3364217cd91a,James Diaz,howebrian@example.com,542.2,2024-01-08,"Rojas, Dickerson and Martin",pierceandrea@wilson.com,Taiwan,6500259070232842,04/32,2778,144.9.207.125,Tablet,Online,False
406a62e7-84ed-466f-bf16-3ebb2e02fdc4,Andrea Schwartz,andrewfrey@example.net,378.55,2024-02-02,Fleming Ltd,chambersbarbara@nelson-graham.biz,Afghanistan,4184064083071197,09/26,305,73.96.118.226,Tablet,In-store,True
1c89a411-1faa-4376-8675-9fa17d164f07,Donald Nunez,goliver@example.net,462.57,2024-02-08,Zimmerman Inc,michaelvillegas@gibson-middleton.com,United States Virgin Islands,6011158892087628,11/31,361,97.44.144.176,Desktop,Online,True
6d5831d5-76a1-440e-b81f-8bb3711c80bd,Craig Rush,pacevedo@example.com,984.55,2024-01-16,Smith-Evans,olevine@stokes-black.biz,Monaco,6541588300880553,12/30,510,74.21.45.169,Desktop,In-store,False
e6b8e045-1448-4a5b-8f99-4db2d3e34fb1,Ryan Baker,burtonbrenda@example.com,696.86,2024-02-09,Bennett-Ingram,brandi52@fisher-kennedy.com,Uzbekistan,4169173405050,07/28,540,142.251.139.3,Tablet,Online,True
97886021-e65a-4720-a73e-a51e4271ff85,Tracy Alexander,abowman@example.org,482.87,2024-01-19,Rollins Inc,whines@ramirez.info,Uganda,3586652948659325,04/26,995,107.147.164.177,Mobile,Online,False
46a65973-656c-4371-8417-ae49cb436e27,Jason Larson,charleswong@example.net,289.48,2024-02-01,Wheeler-Martinez,bbarrett@harrison.com,Seychelles,2281370849880821,04/28,025,159.111.220.227,Mobile,Online,False
12a938b0-d0fb-4342-8d1f-7c5a3aedc53c,Dr. Bradley Clayton IV,lynncalhoun@example.com,37.69,2024-02-20,"Rush, Daniels and Reynolds",dcummings@willis.com,Hong Kong,4234576401354633,01/28,897,156.210.175.218,Mobile,Online,False
92cd6af6-1acf-471a-a9cd-44be6275f81e,Deborah Castro,justinallen@example.com,721.1,2024-02-03,Rodriguez Ltd,nelsonmary@rodgers.com,Niue,340776221439726,07/27,027,90.216.30.45,Mobile,Online,False
338f5770-e663-4809-aee9-189a8b2203d6,Paul Taylor,shannon02@example.org,748.75,2024-02-17,Stevenson Group,debbie31@burch.info,United States of America,213165378892271,07/32,937,133.48.54.139,Tablet,Online,False
3851eb3f-5d29-4c6f-a402-d7654ff2502b,Scott Smith,wmarquez@example.net,250.49,2024-02-08,"Harrison, Rice and Rodriguez",alyssasullivan@rodriguez.com,Brunei Darussalam,4287694534313693,11/26,375,66.67.72.66,Tablet,In-store,False
3ac71a26-c2ff-4889-80aa-8370ee88f690,Andrew Hayden,dennis56@example.net,373.83,2024-01-27,Thompson PLC,bcrawford@higgins-morton.com,Kazakhstan,6011919324039655,03/25,4239,86.196.219.23,Mobile,Online,True
94bb6e94-2e0d-4f7e-9fc2-51240ea15d72,Amy Steele,pmartin@example.net,214.94,2024-02-18,Day Inc,moorechristina@tyler.biz,Saint Martin,6011852324320900,05/26,457,175.231.231.127,Mobile,Online,True
35c0a1c6-08e1-4de8-96f9-de9f24950d1a,Pamela Collins,jesus29@example.net,825.36,2024-01-01,Woods Inc,dukeandrew@harvey.biz,Benin,4721271513359650,02/29,697,164.108.185.188,Mobile,Online,True
63122842-3020-4138-bb55-b883019e5122,Mark Perkins,manningjoy@example.net,329.63,2024-03-03,"Espinoza, Taylor and Blackburn",richard67@mclean.info,Tokelau,36671588294336,07/31,7264,79.139.219.52,Desktop,In-store,False
f82b83cc-2120-4026-a9e6-efee8a28c275,Judy Burke,xlarson@example.org,534.32,2024-02-02,"Lee, Ruiz and Willis",dianarobinson@hernandez.com,Sudan,4291180360435333,09/32,933,142.118.193.21,Desktop,Online,True
46524906-b1ce-40d6-8852-b604f819825b,Alison Rodriguez,xsexton@example.org,336.04,2024-01-26,Huerta Group,owhite@wood-clark.org,Eritrea,213103982179280,05/30,893,90.192.248.92,Tablet,Online,True
a3a2d2ff-3eb3-4d3f-aa31-0faf36db81e7,Michelle Swanson,lisastewart@example.com,40.12,2024-01-03,Robinson-Brown,nicolejones@chapman-mosley.net,Russian Federation,3586191584739794,07/33,465,16.226.57.239,Mobile,In-store,True
d6fc9d57-902a-45cf-813c-8ee8c0d620cb,Natalie Moses,brian74@example.com,447.21,2024-01-15,"Adams, Hodge and Cole",rick50@preston.com,Gabon,375481692129355,04/29,193,61.62.6.15,Mobile,In-store,True
98c063b5-5a2b-4d75-9f56-89107ef99997,Edward Barry,tammyrichardson@example.com,99.38,2024-02-27,Lee-Acosta,natasha51@hill.net,Denmark,30270174318892,08/29,184,205.116.24.108,Desktop,In-store,True
759d3510-b8dd-4e29-a2bf-e3519ceb26e4,Nicholas Garcia,samuel37@example.net,882.95,2024-01-11,"Dominguez, Villa and Watson",arivera@fox-berry.com,Cape Verde,4600888191942311,02/28,819,218.234.33.53,Tablet,Online,False
a5244739-82c3-4294-9f7f-ad4bae44ac95,Matthew Ayala,karenstrickland@example.com,532.46,2024-01-09,Fields and Sons,zhamilton@bennett-padilla.com,Congo,4935783003752,06/31,458,20.216.154.101,Mobile,In-store,True
c42cf8c3-720a-4ae2-bf41-2a4a2dee72a4,Michael Foster,robertsdanielle@example.org,161.71,2024-01-09,Rodriguez-Brown,rmartinez@fernandez.com,Saint Lucia,4584934544879372305,08/33,932,135.33.88.23,Desktop,Online,False
538edba2-3071-424e-af20-e1402b22bda2,Sarah Clark,romanchase@example.com,858.8,2024-02-25,Martinez-Dorsey,robertsonpaula@hall-kennedy.com,Cayman Islands,4555113121960227962,01/28,146,209.10.114.185,Tablet,In-store,False
fe80b002-f54c-47c2-a052-43b4743893eb,Sabrina Thomas,paul86@example.com,277.7,2024-01-13,"Palmer, Young and Reed",dfinley@gray.com,Falkland Islands (Malvinas),4647678614955866,09/24,545,216.4.133.147,Mobile,Online,False
ab829b71-96e2-43d9-b8f9-948318a01c35,Deborah Hamilton,tracy69@example.com,268.49,2024-01-03,Hall-Rowe,jennifertorres@mendoza.org,El Salvador,180072214191836,08/29,696,63.93.137.178,Mobile,Online,False
d92631ae-c0cd-457a-9165-9c00c72735ac,Caleb Richardson,matthew80@example.net,128.75,2024-02-24,Porter PLC,ctucker@howard.com,United States Virgin Islands,377868474625683,04/29,310,87.225.197.108,Desktop,In-store,True
f1ad785c-b100-4ee7-adea-8e886806cb13,Jennifer Cooper,rhondaholt@example.com,847.67,2024-01-31,Swanson Group,fromero@johnson.com,Algeria,30574834588574,01/27,281,151.182.211.143,Mobile,In-store,False
68ebc976-8dfa-4064-8669-afec09258187,Mitchell Velasquez,nferguson@example.net,20.99,2024-01-05,"Richardson, Bowers and Porter",karen00@young.com,Latvia,3523898381813186,10/32,341,105.40.124.164,Desktop,In-store,True
26bc64fb-cca4-4518-bf77-d227f3ca5b6d,Mr. Jeffrey Smith MD,michael12@example.org,181.6,2024-01-29,"Small, Bailey and Adams",kristensmith@hahn.com,China,6561783998557960,12/32,735,31.92.112.83,Mobile,In-store,True
e51a41db-f880-4139-9974-e1d633eab7d2,Katie Larsen,elizabeth31@example.org,313.03,2024-01-31,Shannon Inc,juliecarpenter@hobbs.info,United Arab Emirates,4596120811426889,02/33,779,62.229.130.232,Desktop,Online,False
745b7790-8e65-4706-8834-c31de335e0cb,George Jackson,aramirez@example.com,977.11,2024-02-21,"Hester, Haynes and Hubbard",michellerosario@thompson.net,American Samoa,4045595042970119,01/33,133,211.105.232.28,Mobile,Online,False
fc7bb13d-d5d7-4d80-bc19-40b2a07618fe,Jacob Zamora,rebeccawilson@example.net,725.81,2024-01-19,"Anderson, Lynch and Torres",zachary55@larsen.com,Russian Federation,30550092012929,01/26,476,156.117.46.142,Mobile,In-store,True
ba793555-f794-45e6-8d23-ffd68da3ffb4,Brent Barrera,andre81@example.com,45.37,2024-02-23,"Butler, Myers and Ramirez",figueroaana@dunn.net,Eritrea,5136991110901424,03/28,913,113.111.31.194,Mobile,In-store,False
e45e4e45-2f9f-4e30-a28b-ec3f32da99a4,Michael Castillo,cookechristopher@example.com,758.47,2024-01-30,"Campos, Pham and Brewer",lopezapril@gray.com,Timor-Leste,2299781225914051,05/30,370,6.88.146.35,Tablet,Online,True
fa98cc5d-ab7f-4cf6-a9e2-1687c9426825,Steven Bean,boyermallory@example.org,62.31,2024-02-02,Gomez-Clark,ashley27@burch-cole.info,Nicaragua,4645620498553237,09/32,740,3.185.200.239,Mobile,Online,False
1a879799-35b3-410b-b344-29ec32f74d4c,Rebecca Duncan,nguyenbrian@example.net,62.73,2024-03-02,"Swanson, Shepard and Coleman",johngomez@moore.org,Solomon Islands,3599795464253117,07/26,984,46.176.146.221,Desktop,In-store,False
6cde922f-4455-42d5-99d0-b9e2b55d9f5e,Amber Pace,danielle37@example.org,653.78,2024-02-04,"Horton, Caldwell and Suarez",derek83@sanders.com,Bahrain,4111277154903,04/29,677,176.81.90.151,Mobile,In-store,True
570c17bb-4ecf-48f0-8b93-f0391ceee3e3,Martha Harrington,yoderjesse@example.com,210.03,2024-02-18,"Rodgers, Gibbs and Hoover",jasminemartinez@ellis.com,Colombia,30506789199502,05/25,732,188.25.190.36,Desktop,Online,False
c8bcff57-de3d-4fff-bed8-2ed27c9ce4e3,Rebecca Brooks,michaelbautista@example.net,650.67,2024-02-03,Adams-Perez,sherrymoore@taylor.info,Papua New Guinea,30381710556596,03/26,938,223.85.254.209,Mobile,Online,False
e7cf429c-15be-4f30-aa57-535782ca7ac5,Blake Roberts,kkirby@example.com,704.63,2024-02-05,Barker LLC,trevorhayes@jones.biz,Guyana,4672274783075906,01/26,962,106.179.55.57,Tablet,Online,False
31de72f9-613a-4845-b03a-00a537aa82c8,Melissa Everett,ramirezlouis@example.com,257.92,2024-03-02,Mcknight Group,vasquezricky@schneider.net,Zambia,6011636303576347,04/25,782,201.91.181.159,Tablet,Online,True
ba80088e-592b-487a-a2ce-25a9ab5dba92,Bradley Rodriguez,felicia22@example.com,888.79,2024-02-08,"Patton, Garner and House",andrewbarnes@warren.com,Saint Helena,4265535278275198936,12/25,005,28.50.254.216,Desktop,In-store,False
0549d3c1-1abc-43be-bfda-5a935774bd39,Daniel Farmer,patricia17@example.com,935.86,2024-03-05,Knapp Inc,justinbaker@white-hill.org,Saudi Arabia,676241065959,06/25,739,205.102.12.176,Tablet,Online,False
c5b69350-5879-4484-9ccf-b7d813accd71,Alexandria Stone,lharris@example.net,664.46,2024-01-22,Wilkinson-Johnson,isaacblankenship@conway.com,Paraguay,180004098382686,04/27,770,108.119.120.93,Desktop,Online,False
abb01725-4e79-4f4f-b5c5-589f6b9cda5d,Alexis Pacheco,pnelson@example.org,788.86,2024-02-22,Villa-Ramirez,ejohnson@lopez-black.org,Cocos (Keeling) Islands,060445333473,12/29,004,62.244.238.232,Desktop,In-store,False
f02b14dd-f0b1-410a-96fa-a198657f7a85,Andrew Martin,carpentertyler@example.com,220.16,2024-02-26,"Morgan, Medina and Smith",cstevenson@clark.org,British Virgin Islands,5244553318124099,10/24,381,121.80.3.76,Mobile,Online,False
db4b45ed-34b6-4d01-8199-920290c1ffc9,Diana Hickman,megan37@example.com,444.4,2024-01-25,Henson Inc,williamsbrenda@johnson-moore.biz,Germany,676217917860,01/32,975,95.55.168.39,Desktop,In-store,True
d92492ff-1cfa-4433-af60-c5763aecf6b9,Janet Joseph,xjefferson@example.net,606.46,2024-02-07,"Martinez, Blankenship and Brewer",avelez@giles.com,Hungary,4057500010778747,07/33,098,184.83.163.224,Mobile,Online,False
2f9a552f-0861-45ee-9698-7d580257e5e6,Tracy Howard,dhughes@example.org,489.5,2024-01-11,"Bryant, Larsen and Johnson",matthew05@shepherd-garcia.com,Bolivia,578198249984,01/33,239,11.107.100.99,Desktop,In-store,False
b0500040-cf61-44cc-83c5-274b38679534,Cathy Wilson,turnersean@example.net,451.59,2024-01-01,"Harris, Carey and Castillo",samantha48@harris.com,Iraq,4325892976967976,06/29,9600,3.142.143.140,Tablet,In-store,True
29064297-a3f4-4d3e-aec1-1daeee14da1b,William Miller,joshua48@example.org,475.98,2024-02-02,Bush and Sons,fjones@johnson-duke.info,United Arab Emirates,343981536540872,07/25,773,3.178.96.80,Mobile,Online,True
982d921d-640a-4250-bc9a-2ed063d0a22e,Alexandra Martinez,mknight@example.net,350.33,2024-02-27,"Frost, Smith and Hatfield",echavez@brown.com,Maldives,4366315248350870,02/33,460,132.78.58.36,Desktop,In-store,False
fb7877ec-51e3-45dd-89cb-25933a62840c,Ryan Powers,randy71@example.net,92.93,2024-03-01,Campos Group,sherry79@smith.com,Costa Rica,343013139631419,10/32,598,157.211.172.18,Tablet,Online,True
5f59dc4c-0aab-425f-a0e2-03db40ba2b46,Paul Horton,anthonybarber@example.com,343.95,2024-01-14,"Mcdaniel, Hall and Robinson",leedavid@park.net,Hungary,4025757005833,03/31,5492,60.52.102.138,Mobile,Online,False
5f1dd892-893f-4ad0-9b2e-57f13ad3c56f,Tiffany Johnston,kimberlymills@example.net,989.97,2024-03-05,Perez-Huff,jamesgray@kim.com,Cape Verde,3566764039185575,04/24,986,91.195.132.178,Desktop,Online,False
9ab4cc60-850d-4b40-9ebb-0c997a0711a6,Holly Mcmahon,xtucker@example.com,105.29,2024-02-28,Sanders-Christensen,anna85@werner.info,Northern Mariana Islands,180094400926080,12/31,737,129.169.147.91,Desktop,In-store,True
21638121-a5fe-4f17-b90d-024565df50c1,Matthew Durham,wroberts@example.net,650.83,2024-02-07,Fowler Ltd,ulawson@weeks.org,Isle of Man,4542648250918989084,01/34,3726,7.187.109.44,Desktop,Online,False
712a9ddd-ff23-4c66-94cd-393384011ffd,Dawn Myers,melissakramer@example.com,123.93,2024-02-01,"Jones, Nash and Rose",jeansmith@ford.com,Czech Republic,4173022208187657584,10/26,892,79.62.198.115,Desktop,In-store,False
3e135031-99ad-455c-87b8-d8855ec79cac,David Cochran,jonathan72@example.net,66.02,2024-01-26,Stone-Juarez,peter14@guerra.net,Nauru,213127214006219,08/33,6374,142.209.181.66,Mobile,Online,False
e825de83-ab12-4a78-8bd8-6dc318ba2ab4,Bobby Kirby,obrown@example.net,517.06,2024-03-04,Rodriguez LLC,lsmith@sullivan.com,Lithuania,30373432602089,01/25,527,3.157.233.85,Desktop,In-store,True
bee5b8a1-7794-445b-98d9-6adef3808f13,Scott Hopkins,lisa55@example.com,864.96,2024-02-13,Kline Group,rosspaul@jackson-murphy.info,Swaziland,4682207915759211684,03/24,816,3.96.187.17,Desktop,In-store,True
eef88ac0-b6b8-4699-8dd4-df124af8d942,Jessica Lopez,edwardselizabeth@example.net,56.16,2024-01-23,Foster-Mills,alexis59@carroll.com,Afghanistan,341320841363724,05/24,796,176.95.223.17,Desktop,In-store,False
facb71d5-4104-4235-9e05-f0a9bb8af03b,Brian Olson,brandonross@example.com,560.82,2024-01-13,Durham-White,bmorris@hess-marshall.com,Senegal,4750776464280584,11/27,403,16.156.62.173,Mobile,Online,True
4f5c9e5a-d889-455c-b831-bc7a3f822d73,Krystal Mills,chenjames@example.com,973.5,2024-01-05,"Padilla, Willis and Barker",codygallagher@lee.com,Japan,676212105669,04/29,755,47.84.59.22,Desktop,In-store,False
7e72e4d7-b284-41db-8fc8-9159ea454434,Sherry Cohen,fcook@example.net,632.85,2024-01-23,Smith Group,vincentzamora@dillon.info,Antarctica (the territory South of 60 deg S),4516703340382850,04/32,436,188.158.170.29,Desktop,In-store,False
d6b9405d-145a-4620-a538-501c0e89f846,Richard Ayala,smithhoward@example.net,403.98,2024-01-02,Fry Ltd,stewartcassandra@moran-burns.info,Malaysia,38135733928741,04/31,8934,43.73.195.162,Mobile,In-store,True
4f6ab44a-ddad-418b-9393-743a6b7cde2b,Roy Wheeler,ucollins@example.net,230.34,2024-02-04,Huff Group,ywright@barrett.com,Grenada,4131069487571910,01/30,768,29.213.85.52,Tablet,Online,False
53716046-7d27-4e90-87cd-b7bcb7380305,John Chang,jamesjoseph@example.com,238.03,2024-02-26,Turner-Gonzales,jsolis@hinton-barrett.net,Tunisia,2499057449659345,11/33,364,134.79.27.70,Mobile,In-store,False
e915853a-012a-40c7-8d6f-19bd11ef1def,Lisa Smith,stephanie18@example.net,440.86,2024-01-01,Castro-Swanson,samanthadalton@rose-washington.com,Mozambique,213107600040675,12/27,121,10.116.1.44,Mobile,Online,True
628ca749-f5d4-437a-9994-dd4c3c763a51,Dustin Nolan,gonzalezjackson@example.org,233.56,2024-02-07,Gardner-Johnson,scottbeck@gilbert-garcia.com,Moldova,4594675306001856981,08/25,210,19.222.110.202,Tablet,Online,True
d05963ec-6e74-4583-987b-61df93c09d59,Mary Maxwell,osalas@example.org,533.9,2024-01-21,Myers-Wilcox,yoderdavid@strickland-fry.com,Bosnia and Herzegovina,3504684928894134,10/25,263,182.47.81.43,Desktop,Online,False
965cbc17-db8e-4ec2-a2e7-5814a359fc2a,Angela Galloway,ferrellronald@example.org,269.59,2024-01-08,Schneider PLC,kevinfigueroa@henson.org,Seychelles,4093227219467,02/25,896,23.18.64.95,Desktop,Online,False
b1d0de60-9f9a-4b87-b652-516f340e9844,Justin Graham,proctorteresa@example.org,616.75,2024-01-01,Snow LLC,morgan25@macdonald.com,Norfolk Island,344386416166963,12/31,371,142.121.91.102,Tablet,Online,False
0b187536-043a-4dd5-941f-f3f6e1ca7b48,Timothy Moore,colevirginia@example.org,90.81,2024-01-23,Riley-Foster,zmiller@elliott-fischer.biz,Saint Kitts and Nevis,4735702241467070,08/33,2793,122.140.19.0,Tablet,Online,True
b980efac-73d5-4e85-a21f-e49b4e2067e0,Clayton Flores,amy28@example.org,221.77,2024-01-06,Johnson PLC,lopeztony@collins.com,Iceland,4070609728174751,11/31,358,84.96.77.110,Desktop,In-store,False
c463ad90-e0b7-4b5d-99f1-602e9a819995,Alyssa Clements,garnermelanie@example.net,432.04,2024-02-01,"Lawrence, Clark and Holmes",christopher11@dixon.info,Somalia,5123258616047671,10/24,597,108.205.181.194,Desktop,Online,False
5690f8e4-b514-40e3-a1ec-537b47320ac9,Jaime Adams,tammy52@example.com,832.6,2024-03-02,Vargas-Terrell,ssantiago@chan-hunt.net,Mongolia,3548082251671195,07/33,802,203.95.233.171,Desktop,Online,False
55d39b9e-afad-44c8-9132-2e37d301a227,Victoria Bolton,nking@example.net,802.63,2024-01-30,Burns-Terry,vdavis@garcia-brown.net,Cook Islands,3510736982349520,10/26,350,41.221.196.122,Tablet,Online,False
cc1ffb3a-848e-4b1f-817d-3a0ab8bf5a21,Mary Ward,jermainebennett@example.org,512.25,2024-02-16,Walker Ltd,pvasquez@copeland.com,Aruba,4488693582918712250,03/30,524,97.125.252.206,Desktop,In-store,True
4945ab84-532f-4670-8ea6-86db84bbd076,Jared Murphy,chloejackson@example.org,703.74,2024-03-02,Baker PLC,castillodouglas@young-kirby.com,Bermuda,180017006820027,05/30,697,158.243.49.115,Tablet,In-store,True
f4d12106-e9a6-4376-8922-132749194954,Michaela Torres,annawilliams@example.com,811.59,2024-01-02,Miller LLC,ruthgarza@shah.net,Cape Verde,4575668122655,10/25,705,187.49.99.247,Mobile,Online,False
c8fdfa30-1878-4f63-b419-cc393ce03366,Shelly Shepard,michael34@example.com,875.79,2024-03-02,"Schultz, Nixon and Conley",christophermartin@thompson-carroll.com,Australia,30095272195441,05/24,053,101.213.65.117,Mobile,In-store,True
11adbbff-b7d9-4514-88e3-65e1c14aa527,Troy Stout,kelly34@example.com,70.6,2024-01-12,Williams-Martinez,michelle69@cohen.info,Czech Republic,30204547420580,10/25,366,145.98.69.101,Tablet,In-store,True
f1840300-62b5-4812-a35e-ed4bf8e6d799,Dennis Ingram,hernandezisaiah@example.net,70.25,2024-02-26,"Rios, Thompson and Randall",rebeccachan@brooks.biz,Zambia,374418539316044,04/30,707,120.190.115.199,Tablet,In-store,True
04060db5-606e-44a0-9334-273edd5731f0,Brian Brown,erin46@example.org,503.17,2024-02-10,"Robbins, Hinton and Reynolds",tiffany91@may.com,Guinea-Bissau,4616115640121913,11/25,050,85.176.0.216,Tablet,In-store,True
ffac611d-2e5b-4192-a395-052b48e6bfe2,Darlene Perkins,maxramos@example.com,714.06,2024-01-02,Leblanc LLC,irobertson@brown.com,Jersey,4611195515395640354,03/29,001,120.63.233.253,Tablet,In-store,False
0576412f-73af-44a8-9670-6ff6fab357a0,Shawn Rodriguez,dillon22@example.com,824.34,2024-01-01,Davis-Pacheco,chriskirby@fox-johnson.org,British Indian Ocean Territory (Chagos Archipelago),3514997945478725,11/33,217,18.157.125.156,Mobile,In-store,True
75694812-7c81-4a58-a6bf-7366ce09dc88,Michael Santos,davidwilliams@example.net,609.02,2024-02-03,"Richards, Clayton and Phillips",john69@lee.net,Norway,30462874366301,05/31,139,122.13.27.162,Tablet,Online,False
48e0c5a9-bbeb-429d-9eea-5bdff9c10854,Teresa Sanchez,erik90@example.net,679.61,2024-01-03,Cole LLC,pstrong@mckinney.com,Vietnam,4145804689521295,01/26,7568,87.47.152.28,Tablet,In-store,False
1a9a2792-fd24-493c-be56-2d028ec74522,Kristin Griffin,lisa52@example.net,115.19,2024-01-10,Lewis-Kelly,timothyhernandez@smith.com,Bosnia and Herzegovina,4465015685245522,08/26,255,41.11.157.91,Mobile,In-store,True
3d5d138f-30c7-4a0a-bc45-5ee50db962a0,Douglas Kelly,michaelfleming@example.com,37.81,2024-02-17,Cox Inc,bradleydaniel@evans.info,Jordan,180084902209739,08/31,527,33.230.59.58,Tablet,Online,False
103ef471-3df8-41ef-887a-f5a98c8d5081,Lauren Gallagher,timothy20@example.net,492.58,2024-03-02,Rich PLC,castrodaniel@hess.com,Malaysia,213109147058004,05/25,500,98.82.114.128,Desktop,In-store,False
bd2ac041-0971-4de6-a776-64b54c4a5e26,April Roberts,ryan24@example.org,248.39,2024-01-01,Griffin Ltd,epeterson@rush-erickson.info,Bangladesh,30473771613018,09/29,953,142.94.80.250,Desktop,Online,True
cd98e02f-19e0-4fbd-8f10-4ccae133d0a4,David Rodriguez,sarahpalmer@example.com,850.88,2024-01-24,"Riley, Vazquez and Smith",raymond81@vaughn.com,Wallis and Futuna,6537039462862662,03/33,996,172.118.142.116,Mobile,In-store,True
97bf2442-aaa1-40cd-ac6f-e9a3e25da107,Thomas Harrison,jennifer38@example.org,757.51,2024-02-24,Raymond Inc,kennedytina@glover.com,Madagascar,4733309792713,08/25,441,125.166.13.15,Mobile,In-store,True
113a3de8-3093-481d-8212-e37a68bce112,Christina Johnson,tanya74@example.com,485.83,2024-01-17,Davis Ltd,qsavage@newman.net,Rwanda,6578548262098327,08/28,488,179.112.115.86,Tablet,In-store,False
b1b615d1-8b21-47be-b936-9692d1b3388f,Mariah Garcia,brookelee@example.org,479.02,2024-02-25,Hayes-Bell,lauren07@williams-ray.com,Morocco,3526543346292806,02/33,232,131.56.154.58,Tablet,In-store,False
87179159-8fad-457f-b062-a9e4d29c29fd,Christopher Newton,hlarson@example.net,448.87,2024-02-11,"Becker, Stout and Davis",traviscurry@johns-butler.info,Qatar,4184933716358090,10/30,787,7.4.174.59,Desktop,Online,False
